panel,factor,iteration,dependency_id,operation,metric,value,unit
b,0.5,6,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,149.329,us
b,0.5,6,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,588.63,us
b,0.5,6,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,185.473,us
b,0.5,6,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,15193.588,us
b,0.5,6,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,466.684,us
b,0.5,7,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,193.515,us
b,0.5,7,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,273.029,us
b,0.5,7,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,819.012,us
b,0.5,7,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,348.71,us
b,0.5,7,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,19067.338,us
b,0.5,7,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,799.615,us
b,0.5,7,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,337.656,us
b,0.5,7,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,29364.24,us
b,0.5,7,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,871.956,us
b,0.5,7,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,91.212,us
b,0.5,7,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,46036.248,us
b,0.5,7,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,840.77,us
b,0.5,7,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,192.064,us
b,0.5,7,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,7854.405,us
b,0.5,7,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,415.357,us
b,0.5,7,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,80.184,us
b,0.5,7,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,146.135,us
b,0.5,7,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,410.432,us
b,0.5,7,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,74.901,us
b,0.5,7,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,139.147,us
b,0.5,7,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,402.936,us
b,0.5,8,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,216.056,us
b,0.5,8,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,4883.757,us
b,0.5,8,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,501.066,us
b,0.5,8,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,76.504,us
b,0.5,8,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,22776.863,us
b,0.5,8,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,575.852,us
b,0.5,8,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,75.943,us
b,0.5,8,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,25510.142,us
b,0.5,8,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,712.71,us
b,0.5,8,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,207.842,us
b,0.5,8,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,40901.327,us
b,0.5,8,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,684.187,us
b,0.5,8,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,197.781,us
b,0.5,8,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,2175.022,us
b,0.5,8,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,458.128,us
b,0.5,8,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,80.423,us
b,0.5,8,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,146.984,us
b,0.5,8,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,596.362,us
b,0.5,8,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,73.94,us
b,0.5,8,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,153.322,us
b,0.5,8,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,687.238,us
b,0.5,9,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,181.528,us
b,0.5,9,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,292.593,us
b,0.5,9,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,951.546,us
b,0.5,9,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,175.901,us
b,0.5,9,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,19464.216,us
b,0.5,9,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,796.177,us
b,0.5,9,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,215.515,us
b,0.5,9,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,30354.141,us
b,0.5,9,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,881.012,us
b,0.5,9,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,85.41,us
b,0.5,9,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,46434.958,us
b,0.5,9,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,923.547,us
b,0.5,9,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,186.909,us
b,0.5,9,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,7408.031,us
b,0.5,9,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,552.929,us
b,0.5,9,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,101.69,us
b,0.5,9,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,171.839,us
b,0.5,9,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,628.337,us
b,0.5,9,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,81.983,us
b,0.5,9,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,160.548,us
b,0.5,9,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,696.027,us
b,0.5,10,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,178.08,us
b,0.5,10,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,413.678,us
b,0.5,10,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,845.541,us
b,0.5,10,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,75.209,us
b,0.5,10,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,18791.38,us
b,0.5,10,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,772.902,us
b,0.5,10,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,177.846,us
b,0.5,10,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,30316.494,us
b,0.5,10,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,897.721,us
b,0.5,10,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,210.727,us
b,0.5,10,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,45625.664,us
b,0.5,10,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,916.907,us
b,0.5,10,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,186.717,us
b,0.5,10,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,7672.651,us
b,0.5,10,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,539.72,us
b,0.5,10,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,78.715,us
b,0.5,10,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,152.324,us
b,0.5,10,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,583.251,us
b,0.5,10,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,77.437,us
b,0.5,10,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,156.623,us
b,0.5,10,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,924.319,us
b,1.0,11,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,436.611,us
b,1.0,11,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,295.36,us
b,1.0,11,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,548.828,us
b,1.0,11,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,76.845,us
b,1.0,11,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,11922.851,us
b,1.0,11,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,380.787,us
b,1.0,11,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,431.079,us
b,1.0,11,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,19195.787,us
b,1.0,11,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,488.696,us
b,1.0,11,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,76.392,us
b,1.0,11,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,30799.995,us
b,1.0,11,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,488.635,us
b,1.0,11,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,194.446,us
b,1.0,11,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,11279.142,us
b,1.0,11,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,389.389,us
b,1.0,11,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,339.929,us
b,1.0,11,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,188.194,us
b,1.0,11,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,380.845,us
b,1.0,11,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,377.834,us
b,1.0,11,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,230.784,us
b,1.0,11,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,393.345,us
b,1.0,12,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,320.118,us
b,1.0,12,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,1009.203,us
b,1.0,12,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,515.242,us
b,1.0,12,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,77.704,us
b,1.0,12,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,15776.994,us
b,1.0,12,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,608.939,us
b,1.0,12,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,184.179,us
b,1.0,12,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,25537.205,us
b,1.0,12,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,679.406,us
b,1.0,12,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,82.496,us
b,1.0,12,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,38608.377,us
b,1.0,12,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,698.138,us
b,1.0,12,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,184.018,us
b,1.0,12,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,9895.248,us
b,1.0,12,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,425.42,us
b,1.0,12,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,172.486,us
b,1.0,12,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,224.902,us
b,1.0,12,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,657.126,us
b,1.0,12,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,74.014,us
b,1.0,12,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,154.471,us
b,1.0,12,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,871.713,us
b,1.0,13,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,364.707,us
b,1.0,13,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,204.075,us
b,1.0,13,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,428.956,us
b,1.0,13,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,76.17,us
b,1.0,13,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,14067.644,us
b,1.0,13,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,487.388,us
b,1.0,13,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,75.405,us
b,1.0,13,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,204.459,us
b,1.0,13,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,983.625,us
b,1.0,13,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,325.823,us
b,1.0,13,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,33434.066,us
b,1.0,13,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,928.343,us
b,1.0,13,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,191.014,us
b,1.0,13,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,10526.59,us
b,1.0,13,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,381.864,us
b,1.0,13,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,187.62,us
b,1.0,13,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,55516.411,us
b,1.0,13,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,380.813,us
b,1.0,13,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,188.633,us
b,1.0,13,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,15524.456,us
b,1.0,13,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,375.678,us
b,1.0,14,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,428.298,us
b,1.0,14,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,368.399,us
b,1.0,14,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,826.647,us
b,1.0,14,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,193.336,us
b,1.0,14,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,20514.733,us
b,1.0,14,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,690.353,us
b,1.0,14,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,81.254,us
b,1.0,14,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,27891.488,us
b,1.0,14,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,849.341,us
b,1.0,14,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,196.026,us
b,1.0,14,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,48039.649,us
b,1.0,14,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,935.778,us
b,1.0,14,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,200.621,us
b,1.0,14,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,9665.271,us
b,1.0,14,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,431.574,us
b,1.0,14,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,84.723,us
b,1.0,14,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,161.504,us
b,1.0,14,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,495.962,us
b,1.0,14,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,92.615,us
b,1.0,14,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,152.049,us
b,1.0,14,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,722.666,us
b,1.0,15,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,188.155,us
b,1.0,15,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,256.921,us
b,1.0,15,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,472.69,us
b,1.0,15,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,9016.728,us
b,1.0,15,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,3195.678,us
b,1.0,15,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,631.061,us
b,1.0,15,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,354.106,us
b,1.0,15,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,12438.266,us
b,1.0,15,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,423.72,us
b,1.0,15,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,196.251,us
b,1.0,15,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,28033.957,us
b,1.0,15,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,507.966,us
b,1.0,15,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,212.491,us
b,1.0,15,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,11452.21,us
b,1.0,15,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,858.345,us
b,1.0,15,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,323.785,us
b,1.0,15,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,190.437,us
b,1.0,15,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,398.893,us
b,1.0,15,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,177.589,us
b,1.0,15,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,222.258,us
b,1.0,15,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,567.585,us
b,1.0,16,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,212.633,us
b,1.0,16,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,10425.912,us
b,1.0,16,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,370.688,us
b,1.0,16,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,75.662,us
b,1.0,16,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,20597.482,us
b,1.0,16,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,386.345,us
b,1.0,16,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,67.4,us
b,1.0,16,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,20552.873,us
b,1.0,16,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,431.178,us
b,1.0,16,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,59.549,us
b,1.0,16,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,30587.471,us
b,1.0,16,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,413.947,us
b,1.0,16,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,238.56,us
b,1.0,16,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,238.135,us
b,1.0,16,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,426.378,us
b,1.0,16,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,78.021,us
b,1.0,16,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,135.63,us
b,1.0,16,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,553.91,us
b,1.0,16,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,74.556,us
b,1.0,16,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,135.981,us
b,1.0,16,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,587.87,us
b,1.0,17,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,463.522,us
b,1.0,17,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,6859.42,us
b,1.0,17,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,387.332,us
b,1.0,17,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,65.706,us
b,1.0,17,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,13770.435,us
b,1.0,17,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,352.661,us
b,1.0,17,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,76.931,us
b,1.0,17,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,16025.325,us
b,1.0,17,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,502.03,us
b,1.0,17,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,74.803,us
b,1.0,17,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,36380.061,us
b,1.0,17,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,458.352,us
b,1.0,17,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,200.064,us
b,1.0,17,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,219.498,us
b,1.0,17,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,570.615,us
b,1.0,17,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,339.522,us
b,1.0,17,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,235.364,us
b,1.0,17,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,443.228,us
b,1.0,17,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,171.659,us
b,1.0,17,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,214.314,us
b,1.0,17,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,553.91,us
b,1.0,18,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_dispatch,186.76,us
b,1.0,18,6,Comm_F_4_1_2 -> Comm_B_0_3_2,signal_transit,11511.501,us
b,1.0,18,6,Comm_F_4_1_2 -> Comm_B_0_3_2,receiver_release,386.147,us
b,1.0,18,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_dispatch,391.878,us
b,1.0,18,8,Comm_F_5_1_2 -> Comm_B_1_3_2,signal_transit,20568.149,us
b,1.0,18,8,Comm_F_5_1_2 -> Comm_B_1_3_2,receiver_release,403.249,us
b,1.0,18,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_dispatch,187.224,us
b,1.0,18,10,Comm_F_6_1_2 -> Comm_B_2_3_2,signal_transit,21514.824,us
b,1.0,18,10,Comm_F_6_1_2 -> Comm_B_2_3_2,receiver_release,564.748,us
b,1.0,18,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_dispatch,74.743,us
b,1.0,18,12,Comm_F_7_1_2 -> Comm_B_3_3_2,signal_transit,34091.705,us
b,1.0,18,12,Comm_F_7_1_2 -> Comm_B_3_3_2,receiver_release,642.568,us
b,1.0,18,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_dispatch,78.546,us
b,1.0,18,1,Comm_B_0_3_2 -> Comm_F_5_1_2,signal_transit,158.313,us
b,1.0,18,1,Comm_B_0_3_2 -> Comm_F_5_1_2,receiver_release,740.941,us
b,1.0,18,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_dispatch,74.668,us
b,1.0,18,3,Comm_B_1_3_2 -> Comm_F_6_1_2,signal_transit,152.848,us
b,1.0,18,3,Comm_B_1_3_2 -> Comm_F_6_1_2,receiver_release,608.075,us
b,1.0,18,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_dispatch,72.223,us
b,1.0,18,5,Comm_B_2_3_2 -> Comm_F_7_1_2,signal_transit,139.244,us
b,1.0,18,5,Comm_B_2_3_2 -> Comm_F_7_1_2,receiver_release,850.868,us
